MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CNSR21111792,24507 Moorhen CT ,Valencia,91355,Los Angeles,0,2867,6708,32,3,4,3,0,1,2021,2021,1028000,1130000,5/24/2021 0:00,5/25/2021 0:00,1989
CRPW21088363,206 South Meadow Rd. ,West Covina,91791,Los Angeles,0,1278,8155,68,2,3,1,1,20,2021,2021,575000,671000,5/4/2021 0:00,5/24/2021 0:00,1953
ML81845147,2172 Northampton DR ,San Jose,95124,Santa Clara,7,2347,8175,57,3,4,2,1,5,2021,2021,1999999,2050000,5/21/2021 0:00,5/26/2021 0:00,1964
ME221055108,675 W Esplanade DR ,Mountain House,95391,San Joaquin,10,2556,4996,11,3,4,2,1,5,2021,2021,829000,970000,5/20/2021 0:00,5/25/2021 0:00,2010
ME221059550,3589 Corsica CT ,San Jose,95148,Santa Clara,7,4065,8466,17,5,5,4,1,2,2021,2021,2599888,2686500,5/28/2021 0:00,5/30/2021 0:00,2004
BA321041798,653 Montecito BLVD ,Napa,94559,Napa,30,2395,50965,68,3,3,3,0,4,2021,2021,1495000,1750000,5/17/2021 0:00,5/21/2021 0:00,1953
BE40950962,923 Stonewood Dr ,Brentwood,94513,Contra Costa,6,1400,5750,25,2,3,2,0,7,2021,2021,574950,725000,5/21/2021 0:00,5/28/2021 0:00,1996
EB40949942,3907 Everett Ave ,Oakland,94602,Alameda,8,1417,4000,101,2,3,1,1,6,2021,2021,819000,1350000,5/21/2021 0:00,5/27/2021 0:00,1920
ML81844549,542 Menker AVE ,San Jose,95128,Santa Clara,7,1144,6730,61,2,3,2,0,8,2021,2021,1111000,1168000,5/18/2021 0:00,5/26/2021 0:00,1960
CC40951224,7025 Molluk Way ,Clayton,94517,Contra Costa,6,2680,6100,23,3,4,3,0,4,2021,2021,990000,1150000,5/25/2021 0:00,5/29/2021 0:00,1998
ME221054707,3539 Treleaven CT ,Antelope,95843,Sacramento,4,940,4312,40,2,2,2,0,5,2021,2021,309900,340000,5/20/2021 0:00,5/25/2021 0:00,1981
CRNDP2105463,4263 Avati DR ,San Diego,92117,San Diego,5,2064,7800,55,3,4,2,1,6,2021,2021,1349000,1350000,5/18/2021 0:00,5/24/2021 0:00,1966
BE40950937,303 Hawk Ct ,Fremont,94539,Alameda,8,2743,6300,33,3,4,3,0,6,2021,2021,2380000,2580000,5/20/2021 0:00,5/26/2021 0:00,1988
CRNS21103804,3263 Ocean BLVD ,Cayucos,93430,San Luis Obispo,14,822,2600,57,1,2,1,0,10,2021,2021,689000,800000,5/18/2021 0:00,5/28/2021 0:00,1964
CNSR21106550,45543 36th ST ,Lancaster,93535,Los Angeles,0,1841,9883,14,2,3,2,0,3,2021,2021,375000,440000,5/18/2021 0:00,5/21/2021 0:00,2007
CRPW21105277,20760 Paseo Panorama ,Yorba Linda,92887,Orange,2,2850,18400,38,4,4,4,0,9,2021,2021,1550000,1550000,5/17/2021 0:00,5/26/2021 0:00,1983
ME202002945,22 Hoover ST ,Oroville,95966,Butte,11,1054,9148,67,2,3,2,0,25,2020,2020,199900,199900,10/1/2020 0:00,10/26/2020 0:00,1954
CROR21108105,101 Powell Ridge RD ,Oroville,95966,Butte,11,990,292288,17,2,2,1,1,5,2021,2021,299900,290000,5/19/2021 0:00,5/24/2021 0:00,2004
ML81845094,58 Club DR ,San Carlos,94070,San Mateo,13,3251,7200,46,4,5,3,1,8,2021,2021,2998000,3000000,5/21/2021 0:00,5/29/2021 0:00,1975
ME221056038,2521 Jubilee ,Turlock,95380,Stanislaus,12,1785,5153,17,3,4,2,1,4,2021,2021,449000,435000,5/21/2021 0:00,5/25/2021 0:00,2004
ME221054236,9397 Emerald Vista DR ,Elk Grove,95624,Sacramento,4,1454,6098,34,3,3,2,1,2,2021,2021,455000,515000,5/22/2021 0:00,5/24/2021 0:00,1987
BE40950378,12220 Santa Teresa Dr ,San Ramon,94583,Contra Costa,6,2448,10200,43,3,4,3,0,9,2021,2021,1598888,1860000,5/18/2021 0:00,5/27/2021 0:00,1978
ME221054999,1894 Tolbert AVE ,Manteca,95337,San Joaquin,10,2192,5523,3,3,4,3,0,5,2021,2021,675000,700000,5/20/2021 0:00,5/25/2021 0:00,2018
CRNDP2105599,4444 Silver Birch Way ,Oceanside,92057,San Diego,5,1196,3872,36,2,3,2,0,25,2021,2021,559000,635000,5/3/2021 0:00,5/28/2021 0:00,1985
BA321043336,1124 Donatello WAY ,Oakley,94561,Contra Costa,6,2864,8298,16,3,4,3,0,7,2021,2021,699900,800000,5/20/2021 0:00,5/27/2021 0:00,2005
ML81845185,416 Greenbrier RD ,Half Moon Bay,94019,San Mateo,13,1910,7800,36,2,3,2,0,8,2021,2021,1479000,1527000,5/21/2021 0:00,5/29/2021 0:00,1985
CRSW21107023,831 Shade Tree LN ,Fallbrook,92028,San Diego,5,1463,6534,39,2,3,2,0,7,2021,2021,550000,580000,5/17/2021 0:00,5/24/2021 0:00,1982
BA321043269,166 Berryessa DR ,Napa,94558,Napa,30,1688,12266,40,2,3,2,0,30,2021,2021,435000,435000,4/17/2021 0:00,5/17/2021 0:00,1981
CNSR21105390,1616 W Avenue K10 ,Lancaster,93534,Los Angeles,0,1502,11298,35,2,3,2,0,9,2021,2021,424900,435000,5/19/2021 0:00,5/28/2021 0:00,1986
ME221052609,314 Orange AVE ,Modesto,95350,Stanislaus,12,1000,5249,101,1,2,1,0,5,2021,2021,299999,340000,5/20/2021 0:00,5/25/2021 0:00,1920
ME221054047,2005 Girard AVE ,Modesto,95350,Stanislaus,12,1595,6486,60,3,4,1,2,7,2021,2021,425000,425000,5/19/2021 0:00,5/26/2021 0:00,1961
CRPTP2103367,2035 Toboggan WAY ,San Diego,92154,San Diego,5,2000,5162,41,3,5,2,1,4,2021,2021,799900,799900,5/17/2021 0:00,5/21/2021 0:00,1980
ME221054994,9309 Rose Parade WAY ,Sacramento,95826,Sacramento,4,1344,4543,24,2,3,2,0,7,2021,2021,429000,445000,5/20/2021 0:00,5/27/2021 0:00,1997
CRIG21109186,615 Northpark BLVD ,San Bernardino,92407,San Bernardino,3,1296,7280,58,2,4,2,0,4,2021,2021,410900,447500,5/21/2021 0:00,5/25/2021 0:00,1963
ME221053117,15125 Stinson DR ,Grass Valley,95949,Nevada,27,1452,21780,34,2,3,2,0,6,2021,2021,489500,500100,5/19/2021 0:00,5/25/2021 0:00,1987
CRPS21134679,876 Tehama DR ,Big Bear Lake,92315,San Bernardino,3,1700,11735,58,2,3,2,0,0,2021,2021,850500,850500,5/10/2021 0:00,5/10/2021 0:00,1963
CRTR21109333,14738 Ranchview ,Chino Hills,91709,San Bernardino,3,1875,7455,32,3,3,2,1,4,2021,2021,780000,775000,5/21/2021 0:00,5/25/2021 0:00,1989
ME202100603,589 Silver Leaf DR ,Oroville,95966,Butte,11,1344,9583,48,2,2,2,0,18,2021,2021,200000,200000,3/12/2021 0:00,3/30/2021 0:00,1973
CRPW21104372,324 Susquehanna AVE ,Placentia,92870,Orange,2,2468,7350,53,3,4,3,0,6,2021,2021,979000,1050000,5/18/2021 0:00,5/24/2021 0:00,1968
TM21-730738,6460 Falcon AVE ,Long Beach,90805,Los Angeles,0,1305,5193,90,1,3,1,0,8,2021,2021,650000,695000,5/19/2021 0:00,5/27/2021 0:00,1931
CRPW21113507,6359 Arnold WAY ,Buena Park,90620,Orange,2,1497,6113,58,2,4,2,0,0,2021,2021,775000,775000,5/26/2021 0:00,5/26/2021 0:00,1963
CRPW21107865,5957 Los Angeles WAY ,Buena Park,90620,Orange,2,1302,6750,65,2,3,2,0,8,2021,2021,782000,815000,5/19/2021 0:00,5/27/2021 0:00,1956
CRSW21107246,38150 Sherwood ST ,Murrieta,92562,Riverside,1,2588,6970,19,3,4,2,1,18,2021,2021,610000,700000,5/7/2021 0:00,5/25/2021 0:00,2002
ME221053866,411 Bret Harte RD ,Sacramento,95864,Sacramento,4,2387,12532,41,2,3,2,0,8,2021,2021,835000,921000,5/20/2021 0:00,5/28/2021 0:00,1980
ME221053199,3430 Meadow Way ,Rocklin,95677,Placer,9,1634,7832,44,2,3,2,0,5,2021,2021,579900,611000,5/20/2021 0:00,5/25/2021 0:00,1977
SF421553417,1638 44th AVE ,San Francisco,94122,San Francisco,21,1195,2996,81,1,2,1,0,4,2021,2021,1195000,1600000,5/18/2021 0:00,5/22/2021 0:00,1940
CRPW21112651,2411 Amelia CT ,Signal Hill,90755,Los Angeles,0,2032,3267,20,3,4,3,0,4,2021,2021,839000,900000,5/25/2021 0:00,5/29/2021 0:00,2001
CNSR21094130,3540 Green Vista DR ,Encino,91436,Los Angeles,0,3038,14078,56,3,3,3,0,28,2021,2021,1899000,2020777,5/1/2021 0:00,5/29/2021 0:00,1965
EB40951744,3808 Silverwood Ave ,Oakland,94602,Alameda,8,1404,5000,80,2,3,1,1,0,2021,2021,999000,1335000,5/27/2021 0:00,5/27/2021 0:00,1941
ME221052747,10385 Alta ST ,Grass Valley,95945,Nevada,27,2437,10019,88,3,3,2,1,8,2021,2021,645000,725000,5/17/2021 0:00,5/25/2021 0:00,1933
ME221053183,8083 Weeping Willow LN ,Sacramento,95828,Sacramento,4,1807,2517,2,3,4,2,1,7,2021,2021,429000,445000,5/20/2021 0:00,5/27/2021 0:00,2019
ME602152,1139 Oak ST ,Colusa,95932,Colusa,38,1547,6098,91,2,3,2,0,7,2021,2021,295000,350000,5/13/2021 0:00,5/20/2021 0:00,1930
CROC21105182,5495 E Full Moon CT ,Anaheim,92807,Orange,2,3420,23382,18,3,6,3,0,9,2021,2021,1698000,1725000,5/17/2021 0:00,5/26/2021 0:00,2003
CRP1-4955,431 E Montecito AVE ,Sierra Madre,91024,Los Angeles,0,2440,11997,96,1,3,1,0,3,2021,2021,1549500,1750000,5/27/2021 0:00,5/30/2021 0:00,1925
BE40950665,11305 Bay Laurel St ,Dublin,94568,Alameda,8,2697,8639,25,3,4,3,0,5,2021,2021,1498000,1772500,5/21/2021 0:00,5/26/2021 0:00,1996
ME221055776,802 Ripona AVE ,Ripon,95366,San Joaquin,10,1040,5750,75,2,3,2,0,6,2021,2021,449999,460000,5/21/2021 0:00,5/27/2021 0:00,1946
ME221043213,617 23rd ST ,Sacramento,95816,Sacramento,4,1981,3049,75,1,2,1,0,4,2021,2021,719950,765000,5/17/2021 0:00,5/21/2021 0:00,1946
CRNDP2105422,1205 Via Teresa ,San Marcos,92069,San Diego,5,1584,7300,44,2,4,2,0,9,2021,2021,724999,735000,5/17/2021 0:00,5/26/2021 0:00,1977
CRNDP2105587,1244 Anna LN ,San Marcos,92069,San Diego,5,1586,10018.8,33,2,3,2,0,5,2021,2021,719000,830000,5/20/2021 0:00,5/25/2021 0:00,1988
ME221055466,8076 Kingsdale WAY ,Sacramento,95823,Sacramento,4,1294,6970,36,2,3,2,0,2,2021,2021,345000,368000,5/21/2021 0:00,5/23/2021 0:00,1985
CRIV21089676,541 Barca Creek DR ,Perris,92571,Riverside,1,1516,3920,33,3,3,2,1,4,2021,2021,380000,405000,5/21/2021 0:00,5/25/2021 0:00,1988
CRSN21101614,301 W Lincoln AVE ,Chico,95926,Butte,11,1620,5227,97,2,4,2,0,12,2021,2021,495000,529500,5/12/2021 0:00,5/24/2021 0:00,1924
CREV21107291,511 GOLDEN WEST ,Redlands,92373,San Bernardino,3,4094,13300,22,4,6,4,0,2,2021,2021,1100000,1100000,5/24/2021 0:00,5/26/2021 0:00,1999
CNSR21108975,26039 Lucerne CT ,Valencia,91355,Los Angeles,0,2536,7693,35,3,4,3,0,5,2021,2021,1088000,1150000,5/20/2021 0:00,5/25/2021 0:00,1986
CRSW21107405,4715 Birchleaf LN ,Hemet,92545,Riverside,1,3127,6098,21,3,5,2,1,1,2021,2021,495000,503000,5/19/2021 0:00,5/20/2021 0:00,2000
ME221051159,6504 Upland CT ,Rocklin,95677,Placer,9,2538,16152,22,3,4,3,0,7,2021,2021,849900,900000,5/21/2021 0:00,5/28/2021 0:00,1999
CNSR21107031,45759 Tiana Rose ST ,Lancaster,93536,Los Angeles,0,1880,6969,19,2,4,2,0,6,2021,2021,425000,455000,5/18/2021 0:00,5/24/2021 0:00,2002
ML81844532,463 Argos CIR ,Watsonville,95076,Santa Cruz,25,1209,5053,50,2,3,2,0,7,2021,2021,529500,580000,5/18/2021 0:00,5/25/2021 0:00,1971
CRSW21105137,34711 Myrtle CT ,Winchester,92596,Riverside,1,3572,9148,18,6,6,5,1,3,2021,2021,659900,710000,5/21/2021 0:00,5/24/2021 0:00,2003
TM21-731000,2527 7Th ST ,Santa Monica,90405,Los Angeles,0,2006,7238,75,2,4,2,0,4,2021,2021,2700000,2875000,5/19/2021 0:00,5/23/2021 0:00,1946
ML81844778,888 Elmira DR ,Sunnyvale,94087,Santa Clara,7,1947,6718,58,3,4,2,1,7,2021,2021,2300000,2800000,5/19/2021 0:00,5/26/2021 0:00,1963
CRMC21103802,535 N 3rd ST ,Chowchilla,93610,Madera,28,1169,6747,75,1,2,1,0,7,2021,2021,205000,225000,5/20/2021 0:00,5/27/2021 0:00,1946
ME202003391,3700 Stauss AVE ,Oroville,95966,Butte,11,979,6098,70,1,3,1,0,19,2020,2020,195000,182500,11/20/2020 0:00,12/9/2020 0:00,1951
ML81845108,768 Niantic DR ,Foster City,94404,San Mateo,13,1920,5605,57,2,5,2,0,6,2021,2021,1889000,2100000,5/21/2021 0:00,5/27/2021 0:00,1964
CRPW21102011,1121 N Richman AVE ,Fullerton,92835,Orange,2,1980,8520,70,2,4,2,0,12,2021,2021,999000,1020000,5/12/2021 0:00,5/24/2021 0:00,1951
CRAR21104611,5325 Glickman AVE ,Temple City,91780,Los Angeles,0,1428,6290,72,2,3,2,0,10,2021,2021,880000,1050000,5/16/2021 0:00,5/26/2021 0:00,1949
TM21-733950,3883 Arlington AVE ,Los Angeles,90008,Los Angeles,0,1192,6504,98,2,2,2,0,7,2021,2021,799000,914777,5/19/2021 0:00,5/26/2021 0:00,1923
CRCV21105541,362 W Laurel AVE ,Glendora,91741,Los Angeles,0,1656,9146,66,1,3,1,0,6,2021,2021,765000,810000,5/20/2021 0:00,5/26/2021 0:00,1955
ME221057804,3957 Hillsborough RD ,Cameron Park,95682,El Dorado,19,2160,12632,43,3,4,2,1,3,2021,2021,599900,660000,5/26/2021 0:00,5/29/2021 0:00,1978
CRP1-4849,10403 Fernglen AVE ,Tujunga,91042,Los Angeles,0,1122,4889,63,1,3,1,0,12,2021,2021,650000,790000,5/11/2021 0:00,5/23/2021 0:00,1958
BA321027742,4 Conchita CT ,Novato,94947,Marin,15,2212,24685,53,3,4,2,1,9,2021,2021,979000,1150000,5/19/2021 0:00,5/28/2021 0:00,1968
ML81845665,1488 Franklin ST ,Santa Clara,95050,Santa Clara,7,3541,11043,109,3,5,3,0,1,2021,2021,1999000,2124500,5/23/2021 0:00,5/24/2021 0:00,1912
CRSW21084986,23995 Verdun LN ,Murrieta,92562,Riverside,1,1783,6970,26,2,3,2,0,17,2021,2021,499999,555000,5/7/2021 0:00,5/24/2021 0:00,1995
CRCV21110560,239 W Cornell DR ,Rialto,92376,San Bernardino,3,877,8800,70,1,2,1,0,1,2021,2021,345000,350000,5/23/2021 0:00,5/24/2021 0:00,1951
ME221053802,4252 Mustic WAY ,Mather,95655,Sacramento,4,1337,5663,20,2,3,2,0,3,2021,2021,450000,500000,5/25/2021 0:00,5/28/2021 0:00,2001
BE40950768,7273 Sayre Dr ,Oakland,94611,Alameda,8,1608,6710,56,2,3,2,0,7,2021,2021,1098000,1500000,5/20/2021 0:00,5/27/2021 0:00,1965
CRPW21106243,821 Donnybrook AVE ,La Habra,90631,Orange,2,2769,8160,61,3,4,3,0,4,2021,2021,899000,899000,5/18/2021 0:00,5/22/2021 0:00,1960
BA321059104,111 Hill DR ,Kentfield,94904,Marin,15,6520,28148,83,5,4,4,1,1,2021,2021,9500000,9500000,4/17/2021 0:00,4/18/2021 0:00,1938
CRFR21114267,549 Ocean ST ,Tulare,93274,Tulare,45,2234,8440,4,3,3,2,1,1,2021,2021,410000,460000,5/27/2021 0:00,5/28/2021 0:00,2017
ME221054431,4117 Eastwood ST ,Fair Oaks,95628,Sacramento,4,1265,41199,80,1,3,1,0,3,2021,2021,715000,715000,5/20/2021 0:00,5/23/2021 0:00,1941
CNSR21108073,24989 Alderbrook DR ,Newhall,91321,Los Angeles,0,1512,10618,60,2,3,2,0,11,2021,2021,710000,710000,5/12/2021 0:00,5/23/2021 0:00,1961
CRWS21098075,1600 La Golondrina AVE ,Alhambra,91803,Los Angeles,0,1099,4817,81,1,2,1,0,23,2021,2021,675000,760000,5/5/2021 0:00,5/28/2021 0:00,1940
BA321041809,69 Raven RD ,San Anselmo,94960,Marin,15,2497,20000,58,3,3,3,0,8,2021,2021,2650000,3055000,5/17/2021 0:00,5/25/2021 0:00,1963
ME221056595,18901 Shake Ridge Road ,Sutter Creek,95685,Amador,34,1360,50094,46,2,3,2,0,2,2021,2021,489900,490000,5/24/2021 0:00,5/26/2021 0:00,1975
CRSW21038967,27385 Caprock WAY ,Moreno Valley,92555,Riverside,1,1818,2178,3,3,4,2,1,12,2021,2021,479900,472500,5/13/2021 0:00,5/25/2021 0:00,2018
CREV21095162,6106 Spanish Trail ,Banning,92220,Riverside,1,1849,5227,29,3,2,2,1,18,2021,2021,395000,395000,5/4/2021 0:00,5/22/2021 0:00,1992
CRCV21106741,13074 Basswood AVE ,Chino,91710,San Bernardino,3,1634,7200,45,2,4,2,0,0,2021,2021,620000,620000,5/21/2021 0:00,5/21/2021 0:00,1976
SF421551118,2674 Lombard ST ,San Francisco,94123,San Francisco,21,2251,2495,90,2,3,2,0,7,2021,2021,2895000,2950000,5/20/2021 0:00,5/27/2021 0:00,1931
CRNDP2106076,5221 El Mirlo ,Rancho Santa Fe,92067,San Diego,5,9247,138085.2,42,4,5,4,0,0,2021,2021,3650000,3650000,4/14/2021 0:00,4/14/2021 0:00,1979
CRIG21093454,831 Tulane CT ,Redlands,92374,San Bernardino,3,1290,7650,52,2,3,2,0,23,2021,2021,410000,385000,5/1/2021 0:00,5/24/2021 0:00,1969
CRTR21108012,13448 Cactus Flower ST ,Corona,92880,Riverside,1,3807,7405,6,3,5,3,0,8,2021,2021,798000,820000,5/19/2021 0:00,5/27/2021 0:00,2015
ME221056207,4778 Mangrove DR ,Dublin,94568,Alameda,8,2191,5357,24,4,5,3,1,6,2021,2021,1400000,1735000,5/22/2021 0:00,5/28/2021 0:00,1997
ME221054654,3223 Europa ST ,Roseville,95661,Placer,9,2379,5702,23,3,5,3,0,5,2021,2021,649000,725000,5/20/2021 0:00,5/25/2021 0:00,1998
ML81845099,319 Arroyo Seco ,Santa Cruz,95060,Santa Cruz,25,1999,10846,37,2,3,2,0,7,2021,2021,1897000,2000000,5/21/2021 0:00,5/28/2021 0:00,1984
CRPW21107886,3518 Woodruff AVE ,Long Beach,90808,Los Angeles,0,1159,5347,71,2,3,1,1,4,2021,2021,769000,810000,5/20/2021 0:00,5/24/2021 0:00,1950
CRNP21101081,2202 Stallion DR ,Norco,92860,Riverside,1,2593,20038,26,3,4,3,0,23,2021,2021,929000,1050000,5/3/2021 0:00,5/26/2021 0:00,1995
CNSR21110737,5024 Nagle AVE ,Sherman Oaks,91423,Los Angeles,0,1951,6966,82,2,3,2,0,0,2021,2021,1035000,1035000,5/23/2021 0:00,5/23/2021 0:00,1939
CRPTP2103405,315 ALPINE AVENUE ,Chula Vista,91910,San Diego,5,1487,8100,65,2,3,2,0,8,2021,2021,799900,799000,5/19/2021 0:00,5/27/2021 0:00,1956
CRTR21109947,15109 Stable LN ,Victorville,92394,San Bernardino,3,2262,5200,18,3,3,2,1,5,2021,2021,359000,360000,5/20/2021 0:00,5/25/2021 0:00,2003
CRLG21106451,29572 Colebrook DR ,Laguna Niguel,92677,Orange,2,1895,5335,50,2,3,2,0,6,2021,2021,1025000,1325000,5/21/2021 0:00,5/27/2021 0:00,1971
ME221054599,1988 Sierra RD ,West Sacramento,95691,Yolo,26,2013,6098,9,2,4,2,0,6,2021,2021,619950,650000,5/20/2021 0:00,5/26/2021 0:00,2012
CNSR21107720,40052 18th ST ,Palmdale,93551,Los Angeles,0,4320,112548,35,5,5,4,1,7,2021,2021,1020000,1020000,5/20/2021 0:00,5/27/2021 0:00,1986
CRSB21104619,2036 Shipway AVE ,Long Beach,90815,Los Angeles,0,1785,5763,68,1,3,1,0,9,2021,2021,989000,1050000,5/20/2021 0:00,5/29/2021 0:00,1953
CRIV21105424,25050 Acorn CT ,Corona,92883,Riverside,1,2421,4792,17,3,4,2,1,11,2021,2021,670000,670000,5/14/2021 0:00,5/25/2021 0:00,2004
ME221051457,5617 10th ST ,Keyes,95328,Stanislaus,12,1170,7000,50,2,3,2,0,7,2021,2021,310000,320000,5/19/2021 0:00,5/26/2021 0:00,1971
TM21-710916,2333 Nella Vista AVE ,Los Angeles,90027,Los Angeles,0,1978,7277,98,2,3,2,0,55,2021,2021,2099000,2100000,2/11/2021 0:00,4/7/2021 0:00,1923
CRPW21051102,390 S Silverbrook DR ,Anaheim,92807,Orange,2,3091,11175,42,3,5,3,0,81,2021,2021,979000,979000,3/7/2021 0:00,5/27/2021 0:00,1979
ME221031040,8217 Tanoak ,Citrus Heights,95621,Sacramento,4,1025,6534,61,1,3,1,0,2,2021,2021,375000,401000,5/25/2021 0:00,5/27/2021 0:00,1960
CRPTP2103359,1683 Planicie Way ,San Diego,92154,San Diego,5,1440,5088,36,3,4,3,0,7,2021,2021,699000,725000,5/17/2021 0:00,5/24/2021 0:00,1985
CRIV21106097,4126 Bernardo CT ,Chino,91710,San Bernardino,3,2286,7215,45,3,3,2,1,8,2021,2021,745000,765000,5/21/2021 0:00,5/29/2021 0:00,1976
CRCV21104450,4501 Boeing AVE ,Yorba Linda,92886,Orange,2,1670,12071,59,2,3,2,0,8,2021,2021,950000,1100000,5/15/2021 0:00,5/23/2021 0:00,1962
CRIV21109966,1549 Teton ST ,San Bernardino,92407,San Bernardino,3,1305,7300,32,2,3,2,0,13,2021,2021,395000,440000,5/14/2021 0:00,5/27/2021 0:00,1989
CRPW21109093,2333 E Orangeview LN ,Orange,92867,Orange,2,1828,12160,48,3,3,2,1,5,2021,2021,959000,981000,5/20/2021 0:00,5/25/2021 0:00,1973
ME221053883,1649 La Paloma CT ,Davis,95618,Yolo,26,1103,5663,29,2,3,2,0,6,2021,2021,619000,685000,5/20/2021 0:00,5/26/2021 0:00,1992
ME221054657,4115 Tallow PL ,Davis,95618,Yolo,26,2601,10385,24,3,4,2,1,3,2021,2021,1100000,1310000,5/21/2021 0:00,5/24/2021 0:00,1997
SF421547089,152 4th AVE ,San Francisco,94118,San Francisco,21,1130,2996,117,2,3,1,1,0,2021,2021,1825000,1825000,5/21/2021 0:00,5/21/2021 0:00,1904
CRSB21106951,16908 Ardath AVE ,Torrance,90504,Los Angeles,0,1260,6758,68,1,3,1,0,10,2021,2021,789000,789000,5/18/2021 0:00,5/28/2021 0:00,1953
ML81845584,118 Elwood ,Redwood City,94062,San Mateo,13,2334,8451,94,3,4,3,0,4,2021,2021,2998000,3600000,5/24/2021 0:00,5/28/2021 0:00,1927
CROC21126348,24161 Vista D Oro ,Dana Point,92629,Orange,2,1963,4417,44,4,3,3,1,0,2021,2021,2540000,2540000,5/27/2021 0:00,5/27/2021 0:00,1977
CRPTP2103440,7225 Arillo ST ,San Diego,92111,San Diego,5,1692,5500,62,2,4,2,0,6,2021,2021,849000,855000,5/19/2021 0:00,5/25/2021 0:00,1959
TM21-735908,359 Sycamore AVE ,Los Angeles,90036,Los Angeles,0,3364,6508,5,6,4,5,1,3,2021,2021,3475000,3465000,5/25/2021 0:00,5/28/2021 0:00,2016
CRIV21105846,6554 Lassitter RD ,Riverside,92509,Riverside,1,2058,9583,34,2,4,2,0,8,2021,2021,535000,560000,5/17/2021 0:00,5/25/2021 0:00,1987
ME221054072,5826 Stacy AVE ,Sacramento,95823,Sacramento,4,858,5210,32,1,2,1,0,5,2021,2021,249900,277000,5/19/2021 0:00,5/24/2021 0:00,1989
ML81844267,700 Cilker CT ,Los Gatos,95032,Santa Clara,7,2674,5814,13,4,4,3,1,6,2021,2021,2675000,2810000,5/21/2021 0:00,5/27/2021 0:00,2008
CREV21109958,58242 Taos ,Yucca Valley,92284,San Bernardino,3,2039,13500,20,2,4,2,0,5,2021,2021,420000,416500,5/21/2021 0:00,5/26/2021 0:00,2001
CRSC21034205,2147 Tully PL ,Cambria,93428,San Luis Obispo,14,1985,8250,34,2,3,1,1,96,2021,2021,829000,860000,2/17/2021 0:00,5/24/2021 0:00,1987
CRNDP2105678,2315 CONWAY DRIVE ,Escondido,92026,San Diego,5,1623,4881,35,3,4,3,0,4,2021,2021,679000,715000,5/21/2021 0:00,5/25/2021 0:00,1986
EB40951404,1551 Margil Way ,Brentwood,94513,Contra Costa,6,1364,6112,23,2,2,2,0,3,2021,2021,521000,575000,5/25/2021 0:00,5/28/2021 0:00,1998
CRPW21078469,22332 Joliet AVE ,Hawaiian Gardens,90716,Los Angeles,0,767,2495,43,1,2,1,0,0,2021,2021,495000,495000,4/13/2021 0:00,4/13/2021 0:00,1978
CRSW21105527,26281 Foxgrove Road ,Sun City,92586,Riverside,1,1596,6970,57,2,2,2,0,7,2021,2021,299000,341000,5/18/2021 0:00,5/25/2021 0:00,1964
ME221048864,1856 W Monterey AVE ,Stockton,95204,San Joaquin,10,1079,8590,75,1,2,1,0,7,2021,2021,335000,360000,5/20/2021 0:00,5/27/2021 0:00,1946
CNSR21111084,20200 Ruston RD ,Woodland Hills,91364,Los Angeles,0,2364,17681,52,3,4,2,1,4,2021,2021,1499000,1670000,5/24/2021 0:00,5/28/2021 0:00,1969
ME221054135,318 Sawtell RD ,Roseville,95678,Placer,9,1265,4552,34,2,2,2,0,4,2021,2021,425000,435000,5/20/2021 0:00,5/24/2021 0:00,1987
CNSR20089846,6728 Babcock AVE ,North Hollywood,91606,Los Angeles,0,990,6636,70,2,3,2,0,37,2020,2020,799999,804000,5/11/2020 0:00,6/17/2020 0:00,1951
ME221054829,7400 Evening WAY ,Citrus Heights,95621,Sacramento,4,1241,7405,63,2,3,2,0,6,2021,2021,379000,410000,5/20/2021 0:00,5/26/2021 0:00,1958
CNSR21109346,5462 Evening Sky DR ,Simi Valley,93063,Ventura,17,3396,9350,22,4,6,4,0,1,2021,2021,1149950,1200000,5/20/2021 0:00,5/21/2021 0:00,1999
CROC21092237,1416 E Adams AVE ,Orange,92867,Orange,2,3111,8890,56,2,4,1,1,30,2021,2021,950000,1050000,4/30/2021 0:00,5/30/2021 0:00,1965
CRSN21097583,6209 State Highway 162 ,Willows,95988,Glenn,41,1036,17424,63,1,3,1,0,2,2021,2021,259000,259000,5/26/2021 0:00,5/28/2021 0:00,1958
CRSB21106374,18926 Van Ness AVE ,Torrance,90504,Los Angeles,0,868,5101,70,1,2,1,0,7,2021,2021,639000,710000,5/18/2021 0:00,5/25/2021 0:00,1951
CRPW21055406,2015 Las Posas RD ,Corona,92882,Riverside,1,5000,36590,43,5,7,4,1,73,2021,2021,1299000,1350000,3/16/2021 0:00,5/28/2021 0:00,1978
CROC21141198,101 Via Artemesia ,San Clemente,92672,Orange,2,4244,9228,6,5,4,4,1,0,2021,2021,2900000,2900000,4/5/2021 0:00,4/5/2021 0:00,2015
CRSN21107567,1492 Keri LN ,Chico,95926,Butte,11,1350,10019,47,2,3,2,0,2,2021,2021,397460,422000,5/22/2021 0:00,5/24/2021 0:00,1974
