MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
CRPW21113507,Orange,2,1497,6113,4,2,2,0,58,1963,0,2021,2021,5/26/2021 0:00,775000,775000
CRPW21107865,Orange,2,1302,6750,3,2,2,0,65,1956,8,2021,2021,5/27/2021 0:00,782000,815000
CRSW21107246,Riverside,1,2588,6970,4,3,2,1,19,2002,18,2021,2021,5/25/2021 0:00,610000,700000
ME221053866,Sacramento,4,2387,12532,3,2,2,0,41,1980,8,2021,2021,5/28/2021 0:00,835000,921000
ME221053199,Placer,9,1634,7832,3,2,2,0,44,1977,5,2021,2021,5/25/2021 0:00,579900,611000
SF421553417,San Francisco,21,1195,2996,2,1,1,0,81,1940,4,2021,2021,5/22/2021 0:00,1195000,1600000
CRPW21112651,Los Angeles,0,2032,3267,4,3,3,0,20,2001,4,2021,2021,5/29/2021 0:00,839000,900000
CNSR21094130,Los Angeles,0,3038,14078,3,3,3,0,56,1965,28,2021,2021,5/29/2021 0:00,1899000,2020777
EB40951744,Alameda,8,1404,5000,3,2,1,1,80,1941,0,2021,2021,5/27/2021 0:00,999000,1335000
ME221052747,Nevada,27,2437,10019,3,3,2,1,88,1933,8,2021,2021,5/25/2021 0:00,645000,725000
ME221053183,Sacramento,4,1807,2517,4,3,2,1,2,2019,7,2021,2021,5/27/2021 0:00,429000,445000
ME602152,Colusa,38,1547,6098,3,2,2,0,91,1930,7,2021,2021,5/20/2021 0:00,295000,350000
CROC21105182,Orange,2,3420,23382,6,3,3,0,18,2003,9,2021,2021,5/26/2021 0:00,1698000,1725000
CRP1-4955,Los Angeles,0,2440,11997,3,1,1,0,96,1925,3,2021,2021,5/30/2021 0:00,1549500,1750000
BE40950665,Alameda,8,2697,8639,4,3,3,0,25,1996,5,2021,2021,5/26/2021 0:00,1498000,1772500
ME221055776,San Joaquin,10,1040,5750,3,2,2,0,75,1946,6,2021,2021,5/27/2021 0:00,449999,460000
ME221043213,Sacramento,4,1981,3049,2,1,1,0,75,1946,4,2021,2021,5/21/2021 0:00,719950,765000
CRNDP2105422,San Diego,5,1584,7300,4,2,2,0,44,1977,9,2021,2021,5/26/2021 0:00,724999,735000
CRNDP2105587,San Diego,5,1586,10018.8,3,2,2,0,33,1988,5,2021,2021,5/25/2021 0:00,719000,830000
ME221055466,Sacramento,4,1294,6970,3,2,2,0,36,1985,2,2021,2021,5/23/2021 0:00,345000,368000
CRIV21089676,Riverside,1,1516,3920,3,3,2,1,33,1988,4,2021,2021,5/25/2021 0:00,380000,405000
CRSN21101614,Butte,11,1620,5227,4,2,2,0,97,1924,12,2021,2021,5/24/2021 0:00,495000,529500
CREV21107291,San Bernardino,3,4094,13300,6,4,4,0,22,1999,2,2021,2021,5/26/2021 0:00,1100000,1100000
CNSR21108975,Los Angeles,0,2536,7693,4,3,3,0,35,1986,5,2021,2021,5/25/2021 0:00,1088000,1150000
CRSW21107405,Riverside,1,3127,6098,5,3,2,1,21,2000,1,2021,2021,5/20/2021 0:00,495000,503000
ME221051159,Placer,9,2538,16152,4,3,3,0,22,1999,7,2021,2021,5/28/2021 0:00,849900,900000
CNSR21107031,Los Angeles,0,1880,6969,4,2,2,0,19,2002,6,2021,2021,5/24/2021 0:00,425000,455000
ML81844532,Santa Cruz,25,1209,5053,3,2,2,0,50,1971,7,2021,2021,5/25/2021 0:00,529500,580000
CRSW21105137,Riverside,1,3572,9148,6,6,5,1,18,2003,3,2021,2021,5/24/2021 0:00,659900,710000
TM21-731000,Los Angeles,0,2006,7238,4,2,2,0,75,1946,4,2021,2021,5/23/2021 0:00,2700000,2875000
ML81844778,Santa Clara,7,1947,6718,4,3,2,1,58,1963,7,2021,2021,5/26/2021 0:00,2300000,2800000
CRMC21103802,Madera,28,1169,6747,2,1,1,0,75,1946,7,2021,2021,5/27/2021 0:00,205000,225000
ME202003391,Butte,11,979,6098,3,1,1,0,70,1951,19,2020,2020,12/9/2020 0:00,195000,182500
ML81845108,San Mateo,13,1920,5605,5,2,2,0,57,1964,6,2021,2021,5/27/2021 0:00,1889000,2100000
CRPW21102011,Orange,2,1980,8520,4,2,2,0,70,1951,12,2021,2021,5/24/2021 0:00,999000,1020000
CRAR21104611,Los Angeles,0,1428,6290,3,2,2,0,72,1949,10,2021,2021,5/26/2021 0:00,880000,1050000
TM21-733950,Los Angeles,0,1192,6504,2,2,2,0,98,1923,7,2021,2021,5/26/2021 0:00,799000,914777
CRCV21105541,Los Angeles,0,1656,9146,3,1,1,0,66,1955,6,2021,2021,5/26/2021 0:00,765000,810000
ME221057804,El Dorado,19,2160,12632,4,3,2,1,43,1978,3,2021,2021,5/29/2021 0:00,599900,660000
CRP1-4849,Los Angeles,0,1122,4889,3,1,1,0,63,1958,12,2021,2021,5/23/2021 0:00,650000,790000
BA321027742,Marin,15,2212,24685,4,3,2,1,53,1968,9,2021,2021,5/28/2021 0:00,979000,1150000
ML81845665,Santa Clara,7,3541,11043,5,3,3,0,109,1912,1,2021,2021,5/24/2021 0:00,1999000,2124500
CRSW21084986,Riverside,1,1783,6970,3,2,2,0,26,1995,17,2021,2021,5/24/2021 0:00,499999,555000
CRCV21110560,San Bernardino,3,877,8800,2,1,1,0,70,1951,1,2021,2021,5/24/2021 0:00,345000,350000
ME221053802,Sacramento,4,1337,5663,3,2,2,0,20,2001,3,2021,2021,5/28/2021 0:00,450000,500000
BE40950768,Alameda,8,1608,6710,3,2,2,0,56,1965,7,2021,2021,5/27/2021 0:00,1098000,1500000
CRPW21106243,Orange,2,2769,8160,4,3,3,0,61,1960,4,2021,2021,5/22/2021 0:00,899000,899000
BA321059104,Marin,15,6520,28148,4,5,4,1,83,1938,1,2021,2021,4/18/2021 0:00,9500000,9500000
CRFR21114267,Tulare,45,2234,8440,3,3,2,1,4,2017,1,2021,2021,5/28/2021 0:00,410000,460000
ME221054431,Sacramento,4,1265,41199,3,1,1,0,80,1941,3,2021,2021,5/23/2021 0:00,715000,715000
CNSR21108073,Los Angeles,0,1512,10618,3,2,2,0,60,1961,11,2021,2021,5/23/2021 0:00,710000,710000
CRWS21098075,Los Angeles,0,1099,4817,2,1,1,0,81,1940,23,2021,2021,5/28/2021 0:00,675000,760000
BA321041809,Marin,15,2497,20000,3,3,3,0,58,1963,8,2021,2021,5/25/2021 0:00,2650000,3055000
ME221056595,Amador,34,1360,50094,3,2,2,0,46,1975,2,2021,2021,5/26/2021 0:00,489900,490000
CRSW21038967,Riverside,1,1818,2178,4,3,2,1,3,2018,12,2021,2021,5/25/2021 0:00,479900,472500
CREV21095162,Riverside,1,1849,5227,2,3,2,1,29,1992,18,2021,2021,5/22/2021 0:00,395000,395000
CRCV21106741,San Bernardino,3,1634,7200,4,2,2,0,45,1976,0,2021,2021,5/21/2021 0:00,620000,620000
SF421551118,San Francisco,21,2251,2495,3,2,2,0,90,1931,7,2021,2021,5/27/2021 0:00,2895000,2950000
CRNDP2106076,San Diego,5,9247,138085.2,5,4,4,0,42,1979,0,2021,2021,4/14/2021 0:00,3650000,3650000
CRIG21093454,San Bernardino,3,1290,7650,3,2,2,0,52,1969,23,2021,2021,5/24/2021 0:00,410000,385000
CRTR21108012,Riverside,1,3807,7405,5,3,3,0,6,2015,8,2021,2021,5/27/2021 0:00,798000,820000
ME221056207,Alameda,8,2191,5357,5,4,3,1,24,1997,6,2021,2021,5/28/2021 0:00,1400000,1735000
ME221054654,Placer,9,2379,5702,5,3,3,0,23,1998,5,2021,2021,5/25/2021 0:00,649000,725000
ML81845099,Santa Cruz,25,1999,10846,3,2,2,0,37,1984,7,2021,2021,5/28/2021 0:00,1897000,2000000
CRPW21107886,Los Angeles,0,1159,5347,3,2,1,1,71,1950,4,2021,2021,5/24/2021 0:00,769000,810000
CRNP21101081,Riverside,1,2593,20038,4,3,3,0,26,1995,23,2021,2021,5/26/2021 0:00,929000,1050000
CNSR21110737,Los Angeles,0,1951,6966,3,2,2,0,82,1939,0,2021,2021,5/23/2021 0:00,1035000,1035000
CRPTP2103405,San Diego,5,1487,8100,3,2,2,0,65,1956,8,2021,2021,5/27/2021 0:00,799900,799000
CRTR21109947,San Bernardino,3,2262,5200,3,3,2,1,18,2003,5,2021,2021,5/25/2021 0:00,359000,360000
CRLG21106451,Orange,2,1895,5335,3,2,2,0,50,1971,6,2021,2021,5/27/2021 0:00,1025000,1325000
ME221054599,Yolo,26,2013,6098,4,2,2,0,9,2012,6,2021,2021,5/26/2021 0:00,619950,650000
CNSR21107720,Los Angeles,0,4320,112548,5,5,4,1,35,1986,7,2021,2021,5/27/2021 0:00,1020000,1020000
CRSB21104619,Los Angeles,0,1785,5763,3,1,1,0,68,1953,9,2021,2021,5/29/2021 0:00,989000,1050000
CRIV21105424,Riverside,1,2421,4792,4,3,2,1,17,2004,11,2021,2021,5/25/2021 0:00,670000,670000
ME221051457,Stanislaus,12,1170,7000,3,2,2,0,50,1971,7,2021,2021,5/26/2021 0:00,310000,320000
TM21-710916,Los Angeles,0,1978,7277,3,2,2,0,98,1923,55,2021,2021,4/7/2021 0:00,2099000,2100000
CRPW21051102,Orange,2,3091,11175,5,3,3,0,42,1979,81,2021,2021,5/27/2021 0:00,979000,979000
ME221031040,Sacramento,4,1025,6534,3,1,1,0,61,1960,2,2021,2021,5/27/2021 0:00,375000,401000
CRPTP2103359,San Diego,5,1440,5088,4,3,3,0,36,1985,7,2021,2021,5/24/2021 0:00,699000,725000
CRIV21106097,San Bernardino,3,2286,7215,3,3,2,1,45,1976,8,2021,2021,5/29/2021 0:00,745000,765000
CRCV21104450,Orange,2,1670,12071,3,2,2,0,59,1962,8,2021,2021,5/23/2021 0:00,950000,1100000
CRIV21109966,San Bernardino,3,1305,7300,3,2,2,0,32,1989,13,2021,2021,5/27/2021 0:00,395000,440000
CRPW21109093,Orange,2,1828,12160,3,3,2,1,48,1973,5,2021,2021,5/25/2021 0:00,959000,981000
ME221053883,Yolo,26,1103,5663,3,2,2,0,29,1992,6,2021,2021,5/26/2021 0:00,619000,685000
ME221054657,Yolo,26,2601,10385,4,3,2,1,24,1997,3,2021,2021,5/24/2021 0:00,1100000,1310000
SF421547089,San Francisco,21,1130,2996,3,2,1,1,117,1904,0,2021,2021,5/21/2021 0:00,1825000,1825000
CRSB21106951,Los Angeles,0,1260,6758,3,1,1,0,68,1953,10,2021,2021,5/28/2021 0:00,789000,789000
ML81845584,San Mateo,13,2334,8451,4,3,3,0,94,1927,4,2021,2021,5/28/2021 0:00,2998000,3600000
CROC21126348,Orange,2,1963,4417,3,4,3,1,44,1977,0,2021,2021,5/27/2021 0:00,2540000,2540000
CRPTP2103440,San Diego,5,1692,5500,4,2,2,0,62,1959,6,2021,2021,5/25/2021 0:00,849000,855000
TM21-735908,Los Angeles,0,3364,6508,4,6,5,1,5,2016,3,2021,2021,5/28/2021 0:00,3475000,3465000
CRIV21105846,Riverside,1,2058,9583,4,2,2,0,34,1987,8,2021,2021,5/25/2021 0:00,535000,560000
ME221054072,Sacramento,4,858,5210,2,1,1,0,32,1989,5,2021,2021,5/24/2021 0:00,249900,277000
ML81844267,Santa Clara,7,2674,5814,4,4,3,1,13,2008,6,2021,2021,5/27/2021 0:00,2675000,2810000
CREV21109958,San Bernardino,3,2039,13500,4,2,2,0,20,2001,5,2021,2021,5/26/2021 0:00,420000,416500
CRSC21034205,San Luis Obispo,14,1985,8250,3,2,1,1,34,1987,96,2021,2021,5/24/2021 0:00,829000,860000
CRNDP2105678,San Diego,5,1623,4881,4,3,3,0,35,1986,4,2021,2021,5/25/2021 0:00,679000,715000
EB40951404,Contra Costa,6,1364,6112,2,2,2,0,23,1998,3,2021,2021,5/28/2021 0:00,521000,575000
CRPW21078469,Los Angeles,0,767,2495,2,1,1,0,43,1978,0,2021,2021,4/13/2021 0:00,495000,495000
CRSW21105527,Riverside,1,1596,6970,2,2,2,0,57,1964,7,2021,2021,5/25/2021 0:00,299000,341000
ME221048864,San Joaquin,10,1079,8590,2,1,1,0,75,1946,7,2021,2021,5/27/2021 0:00,335000,360000
CNSR21111084,Los Angeles,0,2364,17681,4,3,2,1,52,1969,4,2021,2021,5/28/2021 0:00,1499000,1670000
ME221054135,Placer,9,1265,4552,2,2,2,0,34,1987,4,2021,2021,5/24/2021 0:00,425000,435000
CNSR20089846,Los Angeles,0,990,6636,3,2,2,0,70,1951,37,2020,2020,6/17/2020 0:00,799999,804000
ME221054829,Sacramento,4,1241,7405,3,2,2,0,63,1958,6,2021,2021,5/26/2021 0:00,379000,410000
CNSR21109346,Ventura,17,3396,9350,6,4,4,0,22,1999,1,2021,2021,5/21/2021 0:00,1149950,1200000
CROC21092237,Orange,2,3111,8890,4,2,1,1,56,1965,30,2021,2021,5/30/2021 0:00,950000,1050000
CRSN21097583,Glenn,41,1036,17424,3,1,1,0,63,1958,2,2021,2021,5/28/2021 0:00,259000,259000
CRSB21106374,Los Angeles,0,868,5101,2,1,1,0,70,1951,7,2021,2021,5/25/2021 0:00,639000,710000
CRPW21055406,Riverside,1,5000,36590,7,5,4,1,43,1978,73,2021,2021,5/28/2021 0:00,1299000,1350000
CROC21141198,Orange,2,4244,9228,4,5,4,1,6,2015,0,2021,2021,4/5/2021 0:00,2900000,2900000
CRSN21107567,Butte,11,1350,10019,3,2,2,0,47,1974,2,2021,2021,5/24/2021 0:00,397460,422000
CRPW21109339,Los Angeles,0,777,5051,2,1,1,0,82,1939,3,2021,2021,5/24/2021 0:00,499000,510000
CC40950038,Contra Costa,6,2374,8000,4,3,2,1,35,1986,3,2021,2021,5/22/2021 0:00,1525000,1750000
CNSR21107507,Los Angeles,0,1792,80646,3,3,2,1,16,2005,6,2021,2021,5/24/2021 0:00,595000,636000
CRIG21118902,San Bernardino,3,1102,5000,3,2,2,0,39,1982,8,2021,2021,4/24/2021 0:00,385000,370000
ML81845499,San Mateo,13,1890,7268,4,3,2,1,63,1958,6,2021,2021,5/30/2021 0:00,2244000,2440000
ME221054191,San Joaquin,10,3552,6865,4,3,2,1,15,2006,7,2021,2021,5/26/2021 0:00,695000,782500
EB40950776,Contra Costa,6,1524,5620,2,2,2,0,24,1997,2,2021,2021,5/22/2021 0:00,549900,580000
CRIV21106482,Riverside,1,1021,7405,2,1,1,0,55,1966,0,2021,2021,5/14/2021 0:00,224900,217500
CROC21103952,Orange,2,2648,3973,5,3,2,1,21,2000,6,2021,2021,5/26/2021 0:00,1300000,1355000
CRNDP2105644,San Diego,5,2050,4638,2,2,2,0,33,1988,3,2021,2021,5/23/2021 0:00,929900,960000
ME221052586,Sacramento,4,1104,6534,2,1,1,0,67,1954,4,2021,2021,5/21/2021 0:00,415000,425500
CRIG21103854,San Bernardino,3,1000,3745,2,2,2,0,48,1973,8,2021,2021,5/27/2021 0:00,399999,466000
CRWS21109114,San Bernardino,3,2340,19600,3,2,2,0,16,2005,8,2021,2021,5/28/2021 0:00,435000,467500
ME221048080,Nevada,27,1991,20909,3,2,2,0,36,1985,4,2021,2021,5/28/2021 0:00,398000,468500
ML81844979,Monterey,24,1818,7405,4,2,2,0,73,1948,10,2021,2021,5/30/2021 0:00,1288888,1400000
CRCV21106089,Los Angeles,0,820,4759,2,1,1,0,68,1953,4,2021,2021,5/22/2021 0:00,595000,595000
CNSR21112217,Los Angeles,0,788,5563,3,1,1,0,75,1946,2,2021,2021,5/27/2021 0:00,499000,487000
CRIV21110886,San Bernardino,3,858,7200,4,2,2,0,69,1952,2,2021,2021,5/24/2021 0:00,360000,360000
CROC21107014,Riverside,1,2328,7841,4,3,2,1,20,2001,8,2021,2021,5/26/2021 0:00,550000,570000
CRSW21106225,Riverside,1,1654,5227,3,2,2,0,32,1989,5,2021,2021,5/23/2021 0:00,295000,340000
ML81844824,Santa Clara,7,1080,5035,2,2,2,0,67,1954,0,2021,2021,5/19/2021 0:00,1200000,1200000
CNSR21105694,Los Angeles,0,932,6829,2,2,2,0,26,1995,6,2021,2021,5/23/2021 0:00,325000,335000
CROC21106810,Orange,2,2315,28334,3,3,2,1,32,1989,8,2021,2021,5/27/2021 0:00,1499000,1600000
CROC21136605,Orange,2,2872,7770,5,3,2,1,23,1998,0,2021,2021,5/15/2021 0:00,1098800,1000000
CRNDP2107070,San Diego,5,1513,3508,2,2,2,0,45,1976,2,2021,2021,5/24/2021 0:00,572000,572000
CNSR21106486,Los Angeles,0,2286,7499,4,3,3,0,55,1966,6,2021,2021,5/25/2021 0:00,825000,905000
ML81844958,Santa Clara,7,2325,4588,4,3,2,1,41,1980,5,2021,2021,5/25/2021 0:00,2000000,2150000
CRNP21077425,Orange,2,1912,3508,4,3,2,1,24,1997,0,2021,2021,5/18/2021 0:00,1595000,1595000
CRPW21106813,Orange,2,1620,6700,2,2,2,0,102,1919,12,2021,2021,5/30/2021 0:00,849900,855000
CNSR21118578,Los Angeles,0,2210,22476,3,2,2,0,71,1950,0,2021,2021,1/26/2021 0:00,1400000,1400000
CRCV21093600,San Bernardino,3,2167,19000,4,3,3,0,31,1990,30,2021,2021,5/30/2021 0:00,478000,478000
CNSR21106248,Los Angeles,0,1260,6262,3,2,2,0,66,1955,6,2021,2021,5/24/2021 0:00,285000,299000
CROC21132881,Orange,2,2790,8000,5,3,3,0,57,1964,22,2021,2021,5/18/2021 0:00,999000,1000000
ME221053226,Yolo,26,1053,5828,3,1,1,0,64,1957,3,2021,2021,5/22/2021 0:00,395000,395000
CRPV21091561,Los Angeles,0,3294,6007,4,4,3,1,25,1996,5,2021,2021,5/4/2021 0:00,3036700,3036700
ME221052826,Sacramento,4,2149,6260,4,3,2,1,32,1989,5,2021,2021,5/26/2021 0:00,579000,625500
CRAR21107739,Los Angeles,0,786,7178,2,2,2,0,75,1946,8,2021,2021,5/28/2021 0:00,699900,700000
CRPTP2103476,San Diego,5,1406,9800,3,2,2,0,46,1975,12,2021,2021,5/24/2021 0:00,577000,639000
CRSC21096260,San Luis Obispo,14,1741,14100,2,1,1,0,74,1947,22,2021,2021,5/26/2021 0:00,450000,500000
ME221054846,Placer,9,1636,10289,4,2,2,0,35,1986,5,2021,2021,5/25/2021 0:00,550000,618000
ML81846429,Monterey,24,707,2500,2,1,1,0,91,1930,1,2021,2021,5/29/2021 0:00,799000,799000
CRSC21087971,San Luis Obispo,14,2452,14375,4,2,2,0,68,1953,37,2021,2021,5/28/2021 0:00,749000,825000
ME221056482,Sacramento,4,4800,19297,5,4,4,0,1,2020,3,2021,2021,5/26/2021 0:00,1999999,2175000
CRSW21114694,Riverside,1,1389,6098,3,2,2,0,32,1989,1,2021,2021,5/30/2021 0:00,335000,325000
ME221056102,Sacramento,4,2662,6756,5,3,3,0,16,2005,5,2021,2021,5/26/2021 0:00,695000,691900
ML81845324,Santa Cruz,25,1620,6186,3,2,2,0,55,1966,7,2021,2021,5/28/2021 0:00,1197000,1382125
CRPW21105187,San Bernardino,3,1368,4500,3,2,2,0,35,1986,10,2021,2021,5/25/2021 0:00,449900,479400
CRCV21059171,San Bernardino,3,1771,7400,4,3,2,1,33,1988,0,2021,2021,5/20/2021 0:00,630000,630000
CRP1-4752,Los Angeles,0,2140,9759,3,2,1,1,71,1950,7,2021,2021,5/23/2021 0:00,1695000,2060000
BE40950440,Contra Costa,6,2035,6000,4,4,3,1,26,1995,0,2021,2021,5/18/2021 0:00,605000,605000
CROC21106804,Orange,2,1927,2405,3,3,2,1,4,2017,4,2021,2021,5/24/2021 0:00,900000,956000
CRDW21107343,San Bernardino,3,1067,10400,3,2,2,0,64,1957,6,2021,2021,5/27/2021 0:00,479900,473000
CRSB21107474,Los Angeles,0,960,2197,2,2,1,1,97,1924,12,2021,2021,5/22/2021 0:00,399995,470000
CRPTP2103643,Imperial,46,2460,7052,4,4,3,1,2,2019,1,2021,2021,5/28/2021 0:00,409000,420000
SF421557400,San Francisco,21,1355,2787,2,2,2,0,97,1924,0,2021,2021,5/26/2021 0:00,1100000,1100000
CRSB21109126,San Bernardino,3,2008,7200,4,3,3,0,43,1978,7,2021,2021,5/28/2021 0:00,385000,420000
CROC21108482,Orange,2,2729,4756,3,3,3,0,25,1996,6,2021,2021,5/25/2021 0:00,1399000,1390000
ME221055574,Placer,9,1865,7754,3,2,2,0,35,1986,8,2021,2021,5/29/2021 0:00,499000,507000
ME221053425,Placer,9,2411,7096,4,3,2,1,16,2005,5,2021,2021,5/26/2021 0:00,515000,577000
CREV21102047,Orange,2,1276,7234,3,1,1,0,68,1953,30,2021,2021,5/28/2021 0:00,640000,630000
ML81846188,Santa Cruz,25,1312,6316,3,2,2,0,58,1963,2,2021,2021,5/27/2021 0:00,1415000,1415000
ME221055047,Sacramento,4,1087,7632,2,1,1,0,72,1949,4,2021,2021,5/25/2021 0:00,359000,398880
ME221052955,El Dorado,19,2978,14375,3,4,3,1,8,2013,5,2021,2021,5/25/2021 0:00,897000,950000
CRCV21158267,San Bernardino,3,1104,8880,3,1,1,0,65,1956,0,2021,2021,5/14/2021 0:00,154900,154900
CRPW21102647,Los Angeles,0,1868,2404,3,2,1,1,40,1981,14,2021,2021,5/27/2021 0:00,1350000,1330000
CRAR21106237,Los Angeles,0,2563,9423,3,3,3,0,37,1984,6,2021,2021,5/26/2021 0:00,998000,1047500
CRNS21110248,Riverside,1,1967,8712,4,2,2,0,44,1977,1,2021,2021,5/23/2021 0:00,565000,600000
ML81844717,Santa Clara,7,1824,7899,3,3,3,0,75,1946,9,2021,2021,5/28/2021 0:00,3350000,4005000
ME221046228,Placer,9,1658,2657,4,3,2,1,6,2015,5,2021,2021,5/25/2021 0:00,468000,480000
BA321053538,Marin,15,454,6416,1,1,1,0,60,1961,43,2021,2021,5/9/2021 0:00,550000,550000
CRSC21104952,San Luis Obispo,14,1579,3600,3,2,2,0,45,1976,9,2021,2021,5/26/2021 0:00,565000,585000
CRDW21107525,San Bernardino,3,1490,14523,3,1,1,0,67,1954,6,2021,2021,5/26/2021 0:00,440000,470000
ME221055844,Sacramento,4,2086,3894,4,3,3,0,6,2015,5,2021,2021,5/26/2021 0:00,560000,595000
ML81845315,San Mateo,13,1360,6420,3,2,2,0,63,1958,6,2021,2021,5/27/2021 0:00,2298000,2780000
ME221054395,Calaveras,39,3303,58370,3,3,2,1,16,2005,10,2021,2021,5/29/2021 0:00,949888,950000
CNSR21104886,Los Angeles,0,1198,10326,3,2,2,0,36,1985,6,2021,2021,5/26/2021 0:00,649999,700000
CRPV21105488,Los Angeles,0,4148,12419,5,5,4,1,46,1975,10,2021,2021,5/27/2021 0:00,3050000,3330000
CRDW21109912,Los Angeles,0,1244,5594,3,2,2,0,75,1946,6,2021,2021,5/27/2021 0:00,595000,690000
CRFR21107379,Fresno,36,1971,3266,4,3,2,1,19,2002,2,2021,2021,5/21/2021 0:00,389000,420000
BE40955205,Alameda,8,1929,3517,4,3,2,1,5,2016,28,2021,2021,4/5/2021 0:00,1350000,1455000
ME221053801,San Joaquin,10,1242,5641,4,2,2,0,43,1978,5,2021,2021,5/26/2021 0:00,335000,335100
CRCV21097641,Riverside,1,2134,5227,3,2,2,0,6,2015,25,2021,2021,5/28/2021 0:00,425000,465000
CNSR21112975,San Bernardino,3,1401,19380,3,2,2,0,43,1978,10,2021,2021,5/29/2021 0:00,265000,260000
CROC21110509,Riverside,1,1510,6970,2,2,2,0,42,1979,2,2021,2021,5/26/2021 0:00,298800,280000
BE40951730,Alameda,8,1119,5700,3,2,2,0,65,1956,1,2021,2021,2/17/2021 0:00,699950,725000
ME202002701,Shasta,37,1357,871200,3,2,1,1,19,2002,0,2020,2020,8/26/2020 0:00,220000,220000
CROC21104813,Riverside,1,3240,5663,4,4,3,1,8,2013,9,2021,2021,5/26/2021 0:00,715000,800000
BE40950283,Contra Costa,6,1901,7013,3,3,2,1,58,1963,0,2021,2021,5/17/2021 0:00,700000,700000
CRJT21109929,San Bernardino,3,1448,18698,3,2,2,0,14,2007,2,2021,2021,5/21/2021 0:00,279900,280000
CROC21108139,Los Angeles,0,2364,10326,4,5,4,1,68,1953,5,2021,2021,5/25/2021 0:00,1190000,1365000
ME221043804,El Dorado,19,2210,54450,3,3,2,1,45,1976,6,2021,2021,5/23/2021 0:00,849900,950000
ME221053238,Sacramento,4,1406,8050,3,2,2,0,42,1979,4,2021,2021,5/25/2021 0:00,525000,570000
ME221055013,San Joaquin,10,1016,6399,3,1,1,0,67,1954,4,2021,2021,5/25/2021 0:00,229900,265000
ME221053893,Placer,9,2694,56628,4,3,2,1,14,2007,7,2021,2021,5/26/2021 0:00,785000,830000
CROC21109028,Orange,2,958,6000,3,1,1,0,68,1953,8,2021,2021,5/28/2021 0:00,620000,650500
CROC21107577,Orange,2,1359,7195,3,2,2,0,62,1959,4,2021,2021,5/23/2021 0:00,715900,785000
CC40950771,Contra Costa,6,1697,10800,3,3,2,1,10,2011,1,2021,2021,5/21/2021 0:00,1065000,1300000
EB40950659,Alameda,8,1518,10800,3,2,2,0,85,1936,7,2021,2021,5/26/2021 0:00,985000,1210000
EB40948577,Alameda,8,3250,15595,3,3,3,0,94,1927,8,2021,2021,5/27/2021 0:00,2750000,3900000
TM21-734306,Los Angeles,0,2302,9295,4,3,3,0,30,1991,4,2021,2021,5/23/2021 0:00,530000,580000
CRSW21119845,Riverside,1,2728,7405,4,3,3,0,16,2005,1,2021,2021,5/30/2021 0:00,645000,645000
EB40950780,Contra Costa,6,1389,4000,3,2,2,0,20,2001,4,2021,2021,5/24/2021 0:00,524950,637500
CRDW21107298,Los Angeles,0,1016,6480,3,1,1,0,77,1944,7,2021,2021,5/27/2021 0:00,599900,590000
CROC21111827,Los Angeles,0,1343,6437,4,2,1,1,65,1956,0,2021,2021,5/23/2021 0:00,925000,925000
CRSW21099099,Riverside,1,1077,3485,2,2,2,0,32,1989,14,2021,2021,5/24/2021 0:00,285000,286000
ME221044794,Placer,9,1186,2474,3,3,2,1,15,2006,6,2021,2021,5/26/2021 0:00,378000,420000
BE40950187,Contra Costa,6,2876,7791,4,3,3,0,17,2004,3,2021,2021,5/21/2021 0:00,898000,1110000
CRPW21103580,Orange,2,2176,5984,3,3,2,1,41,1980,9,2021,2021,5/22/2021 0:00,900000,885000
CNSR21107223,Los Angeles,0,1574,2177,4,3,2,1,5,2016,9,2021,2021,5/28/2021 0:00,695000,711500
CRSW21107713,Riverside,1,1499,7405,3,2,2,0,36,1985,10,2021,2021,5/30/2021 0:00,330000,380000
CRPW21094817,Orange,2,2659,12432,4,4,3,1,57,1964,22,2021,2021,5/26/2021 0:00,1299000,1370000
CRSB21109368,Los Angeles,0,2510,4676,3,3,3,0,21,2000,1,2021,2021,5/22/2021 0:00,899000,920000
CNSR21099036,Los Angeles,0,1702,1197,3,2,1,1,0,2021,238,2021,2020,5/17/2021 0:00,1179000,1179000
CRWS21106030,Orange,2,3073,5682,5,4,3,1,18,2003,8,2021,2021,5/26/2021 0:00,1299900,1425000
CRIV21106644,San Bernardino,3,2554,6451,4,3,2,1,22,1999,9,2021,2021,5/27/2021 0:00,699988,800000
ME221051924,Nevada,27,1804,33541,3,2,2,0,53,1968,6,2021,2021,5/24/2021 0:00,430000,410000
ME202101056,Sutter,23,2962,46174,3,3,2,1,57,1964,11,2021,2021,5/10/2021 0:00,729000,735000
CC40950507,Contra Costa,6,3798,34197,5,4,3,1,0,2021,0,2021,2021,5/19/2021 0:00,2495000,2495000
CRWS21103695,Los Angeles,0,1388,5213,3,2,2,0,84,1937,8,2021,2021,5/27/2021 0:00,658000,755000
CRCV21101977,San Bernardino,3,1312,8906,4,2,2,0,62,1959,11,2021,2021,5/27/2021 0:00,539500,535000
ML81846276,Santa Clara,7,4007,13355,5,5,4,1,16,2005,0,2021,2021,5/28/2021 0:00,2880000,2880000
